file_name,original_twi,translated_english
RbHJKc1JFjY_012.wav,na mehunu sɛ na ɛwɔ fam na ɛwɔ fam paa enti yɛnhwɛ afei yɛmmra na twa so yɛtwa awie ɛɛ yɛ sɛdeɛ bɔhyɛ no si teɛ sɛ yɛbɛ dua bɔɔdeɛ na yɛdua cocoa ne adeɛ no yɛwieeɛ no ɛwɔ mu sɛ aban no so ɔdɔ aseɛ afa apaafoɔ adwuma wafa apaafoɔ ama ɔmo adua,"And I see that it is truly on the ground, so let us see; now let us come and harvest. We have finished harvesting, just as the promise was, that we would plant plantains, cocoa, and such things. When we finished, it is true that the government has taken up the farmers' work and has taken the farmers and given them things to plant."
BCXDMxlb4T8_019.wav,woba nso a wonya bi tɔ hwɛ wohwɛfoɔ yi afoforɔ na ɛda ha yi dada yi da hɔ na wafuo bɛyɛ 800 mmɔdenbɔ sɛbe abansoro yase ɛyɛ yɛn ara nti menfa saa akwanya nso akyerɛ me nuanom a ɛhɔ ara ama no ne no a obi wɔ hɔ,"If you also come, you can get some to buy. Look at these others that are here; this old one is there, and the farm is about 800—pardon me—under the storey building. It is our own, so let me take this opportunity to show my siblings who are right there, the one given to him, and the one where someone is."
5hhQyY-pb74_026.wav,kokoo no mu yie ɛba saa nso a ano no ɛha wo bebree ɛba saafoɔ yi afɔrtilize akwadaa na wobɛbɔ a esiane sɛ ahaban no yɛ bebree nti no wontumi nnya nsunsuansoɔ papa wɔ mu enti pruni no deɛ ɛyɛ adeɛ bi akuani biara afe biara at least yɛnhwɛ sɛ na,"Cocoa grows well, but sometimes it becomes a nuisance. When it reaches that stage, if you apply fertilizer, because the leaves are too dense, you cannot get good results from it. Therefore, pruning is something that every farmer should do at least once a year; we should ensure that..."
TOgNRwKRtpc_004.wav,nnua aboa na nsuo atumi atɔ ama yɛn atwetwe nkɔmɔ no nyinaa yɛ kuadwuma no bi yɛn ho mmra eeiii abusuafoɔ mo akwaaba ɛɛ yɛne panin no ɛbɛtwetwe nkɔmɔ agya,"The trees have helped, allowing the rain to fall, which has enabled us to have this whole conversation; let us come together to do the farm work. Oh family, welcome; we will have a chat with the elder."
VE85xkjZFA4_032.wav,ahaa mate sɛ lot more farmers hɔ nso wontu kama ni enjoy na saa site wei a ɔmo ɛyɛ specific production,"Ah, I understand that there are a lot more farmers there too who don't just come to enjoy, and this is the site where they do specific production."
RKSv6F26pc8_011.wav,this year nana yɛpɛ sɛ wei aban ɛne development part no obiara hunu sɛ wei women with abilities no bebree naa ɛboa to provide nutrition mo kɔeɛ no deɛ bɛn ne deɛbɛyɛ no deɛ bɛn na ɔmo yɛ western region nim sɛ cocoa adwuma ahodoɔ bɛn so na yɛnuanom mmaa yi ɛreyɛ a sɛbe ɛbi mo adi dɛm so ɔmo de aduane bɛsi yɛ tables yoo this year four yɛɛ golde,"This year, Nana, we want this government and the development aspect; everyone sees this. Many women with abilities are helping to provide nutrition. Regarding what you went to do and what you are doing, the Western Region knows what kind of cocoa activities these sisters of ours are undertaking. Pardon me, even some who are disabled are putting food on our tables. Yes, this year four we made gold."
JdWhGym5e-4_022.wav,mu nsuo no yɛpɛ sɛ ɛba fɔm kakra na sɛneɛ mediikan kyerɛɛ mu no ɛwɔ 25 fɛnt ɛmu ɔha mu aduonu nnum nsuo a dodoɔ a ɛwɔ mu no no yɛwɔ sɛ yɛtumi ɛde ba 18 percent a ɛyɛ 18 ɔmo 18 okay nti na kyerɛ sɛ abusuafoɔ ɔkyire mu a na kyerɛ sɛ yɛbɛtoa so ahata kakra because ɔpayɛ sɛ ɛwɔ sɛ nsuo no firi mu kakra nsuo no a ɛwɔ aburo no mu no ɛwɔ sɛ ɛba fɔm,"We want the water content inside to come down a little, and as I indicated earlier, it has 25 percent water; we need to be able to bring the amount in it to 18 percent, which is 18, just 18, okay. So it means, family, as I am showing you, it means we will continue to dry it a little more, because it needs the water to come out of it a little; the water that is in the corn needs to come down."
f05Va043T1w_030.wav,adwuma koraa ɛnyɛ den biara me dɔ koraa ɛnyɛ den ama no nti obi a wobɛtumi ayɛ adi no anyɛ den wei a medɔ no mewɔ obi a ɔmo boa me nso me mma sika kakra na ɔmo aboa me afuo no nafuo no ayɛ kama wei deɛ yɛtwetwe nkɔmmɔ yi ɛyɛ den na mmaa no bi nso wɔ ha akua adwuma no ɛde ma wo,"The work itself is not difficult at all, and my farming is not difficult for them either, so for anyone who is able to do it, it wouldn't be hard. This farming that I am doing, I have people who help me; I give them a little money and they help me with the farm, and the farm looks great. This conversation we are having is the difficult part, and there are some women here too who are doing the farming work and providing it to you."
pRSmRcKj_rA_038.wav,mo nom nsuo paa nti no ɔnni nyinaa nsuo ɛyɛ nsuo ɛyɛ nsuo nti no wobɛhunu sɛ na emofo rolling so no yɛbisa sɛ ɔmo di afra ɛbaa ne barima na yɛhu ɔmo wɔ ha yi anaasɛ ɛyɛ mmaa nkoaa mmarima nkoa yɛka sɛ broiler a ɛyɛ brilaa okay yɛnhwɛ ɔmo abɛduru ha yi but yɛ hu sɛ ayɛ sɛ wohwɛ nkokɔ nkae,"Because they drink a lot of water, everything is just water, it is water, it is water, so you will see that as they are moving along, we ask if they are mixed, female and male, and we see them here, or if it is just females or just males. We say it is a broiler, okay, let’s look at them now that they have arrived here, but we see that it is like you are looking at other chickens."
r21AetJNNyQ_041.wav,ama aburo no one ɛsa so tee ɛwɔ lines lines mu okay ɛna yɛ set plant no nso sɛ ɛbɛyɛ a ɛɛ between one plant and another no space no ɛyɛ the same ooh okay alright nti ɛboa ɛboa paa ama ne dua no mu no na yɛnhwɛ sɛ wose ɛsa so na ɔnhwɛ,"Plant the corn straight in lines, okay, and we also set the plants so that the space between one plant and another is the same, oh okay alright. So it really helps to plant it well, and let's see, since you say it is straight, let him check."
ocVtCN_UOrA_055.wav,ne story ne nyinaa so no yɛbɛ pɛ sɛ yɛbɛ take control no sɛn na yɛtumi control mprako no nipa dodoɔ sɛn na wo ne ɔmo yɛ adwuma yi wo work force ɛte sɛn because yɛhunu sɛ wonyin deɛ ayi kɔ dwumadie ebia daakye aba ha biom,"Regarding the whole story, how do we intend to take control, how are we able to control the number of pigs, and regarding you working with them, what is your workforce like? Because we see that as they grow, they are taken away for operations; perhaps they will return here in the future."
ijhKvkiiKHY_011.wav,bisa wɔ mo nea enti a ɔmo ntumi nyɛ afuo no ɛwɔ large scale like ɔmo nyɛ no kɛseɛ kɛseɛ head because obi wɔ hɔ a ɔmo yɛ no kakraa bi ɛna titiriw mmaa no nsoso no bebree no ara ntumi nyɛ like ɔmo yɛ afuo no a ɔmo yɛ no kakra nketewa monnyɛ nkɔ aries,"Ask them the reason why they cannot do farming on a large scale—like, they don't do it very big—because there are some who do it on a very small scale, and especially many of the women cannot do it either; like, the farms they make are just very small, they don't expand to larger areas."
ki-_Om1tte0_032.wav,but obi nso rehwɛ ɛbɛyɛ obi fɛ nneɛma foforɔ bɛn na 2012 yɛnhwɛ anim sɛ ministry of fishries ɛna kɔ court a mede bɛwura kuayɛ mu ɛyɛ nyame ne pɛ a 2020 yɛde nnoɔma bebree ɛtoɔ akwan mu wobɛhwɛ a other countries no ɔmo yɛ ama ɛyɛ fishes no akwannya na,"But someone else is also watching to see what new beautiful things will be done. Let's look back at 2012, when the Ministry of Fisheries went to court. If I bring this into agriculture, and if it is God’s will, in 2020 we put many things in place. If you look at other countries, they do [things] to create opportunities for the fish..."
gFTao_lZuBE_004.wav,erm medaase menua ɛyɛ me sɛ 2017 ansa na mebɛkɔ awors no na ayɛ gu so ara na ɛsɛ medinkan kaa no wɔ me nkasa yɛ hu sɛ moayɛ no ɛbi yɛ nantwie na ebi yɛ poultry nkokɔ adwan ne mponkye so ɛna fish pound nso ɛka ho nti mmoa yɛ nono ɛne no,"Erm, thank you, my brother. I think it was 2017 when I went to that workshop, and it has been going on ever since; I should have mentioned it earlier. It is clear from what I am saying that you have done it—some are cattle, some are poultry, sheep, and goats, and there are also fish ponds included, so that is what the animals are."
j8BCQYgWDOo_003.wav,nananom akuafo ee akuafoɔ yɛ da mo ase o akuafoɔ yɛda mo ase naa na akuafo ɛyɛ akuafoɔ yɛ da mo ase nyansa baako ano a akuafoɔ ghana akuafo emu ayɛ bi oo akuafoɔ emu ayɛ biara eei hwan bio,"Oh honorable farmers, farmers, we thank you. Farmers, we truly thank you. Farmers, it is good. Farmers, we thank you. With one shared wisdom, Ghana farmers, you have done something remarkable. Farmers, you have done something. Who else compares?"
IXwHdjLA4lU_030.wav,kwan a ɛbɛfa so a yɛbɛtumi atete the sizes of the greenhouse no so ama ankorankoro a ɔmo yɛ ɔmo adwuma obi wɔ hɔ a ɔyɛ lawyer obi yɛ judge obi yɛ minister obi yɛ mp obi yɛ generalist nanso n ani gyei adwuma ho a ɔpɛ sɛ nka ɔno ara tɔ so dea betumi,"The way we can scale down the greenhouse sizes for individuals who have their own professions—some are lawyers, some judges, some ministers, some MPs, some generalists—but who are interested in the work and would like to have their own that they can manage."
1VEFB3falX4_043.wav,ɛyɛ by day anaasɛ ɔmo te na wone ɔmo akyɛ ɔmo te na yɛakyɛ mokyerɛ mo sɛn yɛ kyɛmu 4:33 na ɛno ne nea wobɛtumi ɔmo ka no the one na yɛhwɛ a ɛnom ɔyɛ sei deɛ mebɛtua ɔmo kwa ɛno yɛ kyɛn sɛdeɛ wobɛtu ɔmo ka na asaase no ɛyɛ wo ara wo deɛ anaa wo hann me a me dea wɔato ne hann wonnhan,"It is by day, or they are sitting and you have been with them for a long time; they are sitting and we have stayed, how should I show you? Verse 4:33, and that is what you can tell them. The one we are looking at, if it is like this, I will just address them; that is more than how you will evict them, and the land is yours alone, or your light; as for me, mine has been placed, its light does not shine."
3-Go4Hxta3U_043.wav,ɛbɛsan ama awia,It will turn to day again
YdCo4q9PiSQ_037.wav,bɛn bere bɛn kwan bɛn ɛna yɛfa so ko saa adeɛ na me mangofoɔ na mayɛ no mensuro nkɔ nkɔtwa ngu na mmom mɛtumi atoa so ayɛ okay medaase ɛnti first one no a yɛbɛ tackle no yɛ ɛɛm insects no ɛyɛ store no na ɛyɛ very important ɛnti first refu no time no yɛ sɛ,"What time and what method do we use to go about that thing, and regarding my mangoes that I have done, I am not afraid to go and cut them down, but rather I can continue to do it, okay thank you. So the first one we will tackle is, um, insects in the store, it is very important, so the first review time is that..."
gxHeg-qyCCw_018.wav,monyɛ sɛn wohwɛ a wokeka bom a sɛn na monya fie na obi wɔ hɔ no ɔmo te nkran asaase yi so no aburokkeka w'ani abetɔ sɛn na first akwan no deɛ nanso afuo no nso sei me yɛ nyaa bɛyɛ 20 ɛwɔ one place pɛ mhm difference nti mhmm 21 no anaa sɛ 50 kilos de akɛseɛ no ma five,"How do you do it when you look at it and put it together? How do you get it at home when someone is there living on this Accra land? How did you come across it? Regarding the first method, but the farm as well, like this, I got about 20 in just one place—mhm, because of the difference, mhm—21 or 50 kilos, for the big ones, give five."
cj7n0eMqo7E_003.wav,region de bɛn na ɛwɔ wo tirim wokɔ w'anim da bɛn biom na wopɛ me me din na mo ima ha na woyɛ nyiniel government ayi me tɔ me kaa woamber na wa,"Which region is on your mind? When are you moving forward again, and why do you want my name? And you meet here and you are doing ""denial government"" to remove me, buy me a car, member, and come."
J7jKwBhkmeI_061.wav,but wonya abotare a wotumi yɛ ma no yie me ne wo yere no koraa koraa no hwɛ camera mu no aka biribi kyerɛ utv ahwɛfoɔ na dodoɔ no na titire ne ghana a mɛbu no adwuma ɛnyɛ adwuma bɔne de bɛn na ɛbɛba wiase kama yɛn adu,"But if you have the patience to do it well for him, me and your wife, just look into the camera and say something to the UTV viewers and the masses, especially Ghana, that I consider it a job, it is not a bad job; what is going to come into this world that we will arrive at?"
_dnDTf2tSi4_011.wav,boa ma ɔman no nyinaa atu mpɔn nti no meyɛɛ m'adwene de ɔpɛ yɛ sɛ ɛneɛ mɛba nti no anuanom na ɛnyɛ easy me first time wɔ kuro wei mu no na ɛyɛ den kakra because na asetena mu ne ade ade nti first time a mebɛduruu kuro no mu na mese ɛnneɛ mɛtumi me lie onnipa,"Because of the desire to help the whole community progress, I made up my mind that I would come here. So, brothers and sisters, it was not easy. My first time in this town was a bit difficult because of life and how things are, so the first time I arrived in the town, I said, ""Well, I can rely on people."""
9qMpFgudEv0_050.wav,ɛne ɔmo a ɔmo boa ɛyɛ kua adwuma nyinaa ama ɔmo aba ama yɛabɛkyerɛkyerɛ ɔmo enti deɛ ɛdi kan a ɛno nti yɛayɛ saa modern farm wei ɛyɛ demonstration yi yɛreyɛ ama ɛyɛ akuafoɔ aba five ɛyɛ varieties akuafoɔ aba na ɔmo abɛ yi deɛ ɛbɛtumi aboa wo paa ebi wɔ hɔ nom a 85 days abɔnten,"And those who support all agricultural work have come for us to teach them, so the first reason why we have created this modern farm as a demonstration is for farmers. We have five varieties of seeds for them to come and choose the one that will best help you; some are ready in 85 days."
Lg2ToRLRqvM_053.wav,ne nkɔsuaa yɛredi ani nyinaa no time biara no ɛsɛ sɛ yɛma ɔman no ɛnam a ahoɔden wɔ mu kosuaa ahoɔden mu ebia na obi te baabi na ɔnka nsoso no ho ɛna ɔnoa nso so ɔhyɛ hɔ ɛna ɔreyɛ deɛ ɔpɛ ɛba no saa na ɛyɛ effective na anka obiara,"With all the progress we are making everywhere, at all times, we must propel the nation forward with strength. Perhaps someone is sitting somewhere, not involved in this progress, just staying there doing as they please—it would be effective if everyone [participated]."
q-jX8IWCdds_010.wav,fertilizer yɛde ma akuafoɔ no de bɛsii computerfoɔ no so ɛna wɔn akyɛeɛ enti okuani biara bɛdi adanseɛ sɛ fɛ laza ne nsa kaaeɛ no ɔde agu no afuo no yɛtɔ so mmienu yɛkɔfaa fidii a ɛde twa mfuo mu na wɔboroni slashers yɛde brɛ corporate so no ɔno de atwamfoɔ no mu ama ayɛ kamakama ɛba no saa a yareɛ so te ɛyɛ anonom no so te ɛne yadewa ya,"The fertilizer we provide to farmers was managed through a computerized system and distributed so that every farmer can testify that they received the fertilizer and applied it to their farms. Secondly, we acquired farm cutting machines and slashers and brought them to the corporate level. Using these cutters keeps the farm clean, and when that is done, diseases decrease, pests decrease, and crop issues reduce."
5hhQyY-pb74_007.wav,yɛntwa yɛho mmra yɛba a yɛde nka w'atwetwe no ɛbɛhyehyɛ so ayekoo yareɛ abusua mo akwaaba sɛdeɛ mesi bɔ wo amaneɛ no ma me mma yi kuani no ɛ na afei yɛngye nkɔmɔ twetwe tie bi na mfatoho deɛ ɛboa nipa abrabɔ paa nti anka me ho na yɛne twe nkɔmɔ a,"Let's be disciplined when we come and bring up what you are chatting about, it will be organized. Well done, sickness, family, welcome. As I am giving you this report to provide guidance to my children, let us now have a conversation and listen, for parables really help human life, which is why I would have liked to be the one you are chatting with."
IDH59Jo4Rv0_056.wav,no na mmoa bi yɛfrɛ ɔmo nkakapɛ saa na yɛfrɛ ɔmo twi mu okay ɔmo ba abɛ ba borɔdeɛ no ase enti borɔdeɛ no si hɔ a wobɛhunu sɛ ewu enti ɛwɔ sɛ wopɛ sɛ saa mmoa no ɛkyɛ ansa na ɔmo aba sɛ yɛdane sebɔ a ɔmo bɛba but no si asaase no so kyɛ a ɔmo bɛba aseɛ but wopɛ sɛ ɛkyɛ ansa no ɔmo aba bɛha borɔdeɛ no deɛ a gye sɛ wotete aseɛ nwura no nyinaa firi ɔmo aboɔ no ntumi nte,"That is where there are some pests we call nkakapɛ; that is what we call them in Twi, okay. They come and gather at the base of the plantain, so when the plantain is there, you will see that it is dying. So, if you want to keep those pests away for a while before they come—if you turn the soil, they will come, but if the plantain sits on the ground for too long, they will come underneath. However, if you want to delay them from coming to bother the plantain, you must clear all the weeds from the base so that they cannot stay there."
rEiojufZ0Kw_064.wav,akuafoɔ y,Farmers are
SvjOwZT2HX0_062.wav,district bamboi baba tour na yɛbɛtwetwe nkɔmɔ ɛha na yɛde mosi nyame yɛ adom me da foforɔ nkɔtwetwe bi a ɛwɔ adwumakuo adwuma tu mpo na ɛkɔ dwumadie yɛde bɛbrɛ mo y'akra mo nananom akuafoɔ hwan biology,"We are here for the Bamboi District Baba Tour to have a discussion, and by the grace of God, on another day we will have another discussion regarding the work of the organization, and we will bring the program to you. We greet you, our elders and farmers."
ThnBEOZy9Cg_040.wav,sɛn ɛna wo to ɔmofo no atumi ayɛ yie wei deɛ y'anya wo wɔ fie nti nigeriafoɔ monnyɛ no biom kwan bɛn na wofaso etu afu na yɛn nso yɛ fie ha sei nkran rush awakyerɛ sɛ obiara bɔ wo ho mmɔden kwan bɛn na wonfa so aboa yi ɛkwan a mɛfa sole of africa,"How did you get those people and it worked out well? Since we have you here, Nigerians, don't do it again. What way did you use to get out? And we are also here at home, in the Accra rush, which means everyone is working hard. What way do you use to help? The way I will take, Sole of Africa."
_F3uEgqMyP0_007.wav,so ɛberɛ yi ɛyɛ berɛ a ɛɛ nnoɔma ɛnkɔ yie nanso sɛdeɛ meka no daa ɛwɔ adeɛ a ɛhyɛ me yi ho no kyerɛ sɛ nnoɔma nyɛ nanso ɛyɛ dɛn a yɛbɛdidi nti youtube a ɛkɔ adwumadie no ministry of agriculture,"So these are tough times, but as I always say, there is something that keeps me going, showing that even though things are not going well, we still have to eat, so [I am watching] the YouTube [content] regarding the Ministry of Agriculture's work."
d9O1iEgvn8Y_049.wav,okay great ma memmisa wei ɛɛ yɛreka yɛka adebɔneyɛfoɔ ba mu no yɛmfa no sɛ koko brd ɛyɛ cocoa health development,"Okay great, let me ask this: as we are talking about the wrongdoers, should we consider it the Cocoa Board's Cocoa Health Development?"
OUjJti89dFw_045.wav,cooperative no nti kɔpetifo no ɛmu nkyerɛkyerɛ ɛna ɛkɔ political no ara nso yɛn nso yɛboaboa yɛn ho yɛ kɔ yi ha na yakɔboa no ɛkɔ yi ha na y'akɔboa no nhyehyɛ yɛwura mu yɛ kɔ wo a wodin yaa na yakasa ho akyerɛ wo na yakyerɛ wo kwan a wobɛfa so a wobɛyɛ cocoa no nso yɛmmra mo nsaase no so kakra agyafoɔ yɛbɛdi nkɔmmɔ bio na biribi aba abɛfra mu ɛɛ yɛhunu sɛ forest da mo asaase yi ano,"Because of the cooperative, the teachings of the cooperative members are ongoing, and the political aspect as well. We also organize ourselves; we go here to help, and we go there to help organize your farm. We come to you and we talk to you about it, and we show you the method to use to farm cocoa. Also, let us come onto your land for a bit, elders; we will converse again, as something has come up, and we see that the forest is on your land."
KgMSJqes06I_075.wav,sɛ ɛnyɛ nokware kwa na mmom ɛwɔ nnoɔma bi nti na area biara ne adeɛ a wo duru a ɛkɔ yie no infact wo hwɛ aman mu ha na yɛwɔ baabi a ɛyɛ a predominantly no yɛ dua number yɛ bi ɛnyɛ bachance okay usually ɛhɔ asaase no sɛdeɛ asaase no si teɛ ɛɛm asaase no sɛ ɛyɛ ɛyɛ plane ɛda hɔ level anaasɛ mopɛ wɔ mu ɛne,"It is not just for the sake of it, but rather it is because of certain factors that every area has things that thrive there. In fact, if you look at the towns here, we have places where we predominantly plant certain things, and it is not by chance, okay. Usually, it is the land—how the land is situated—whether the land is flat, lies level, or how you want it..."
xVKBfzCMqz4_020.wav,detwa aduro yɛde fa aduro adi gu afuo soɔ anaa afei w'aburo yi wo susu a sɛn na ɛbɛkɔ n'akwan bɛn koraa nso na wowie a wotɔn no wode sie anaasɛ wobu yɛ a na ɔretutu akɔtɔn aburo eka bɛyɛ ɛnan wode w'ani so a wobɛnya bɛɛma wayɛ sei amanfoɔ bɛwe bi,"We use herbicide to spray the farm, or now if you are wondering how your maize will grow, what are the ways, and when you finish, whether you sell it, store it, or process it—and he is harvesting to go and sell, the price of maize is about four. If you pay attention to it, you will get some; it has turned out like this, people will eat some."
k3ZnZEJuxlg_034.wav,bɛtena so a ɛtumi hunu sɛ no na ɛno deɛ wakyerɛ mu but memmisa no sɛ sɛ meyi wie na ebia oh mayɛ busy megya bi sei ano ha for baabi a three four hours nti yɛkɔ duru ha kyerɛ sɛ ɔmo ayɛ ready wɔ hɔ a ɔmo bɛ start,"If you keep at it, you can see that you have explained that, but I didn't ask him if, after I finish, maybe I get busy, and I leave this here because for a place that is three or four hours away, when we arrive, it means they are ready to start."
AQP6N9NptbY_006.wav,da mo ase o akuafoɔ yɛda mo ase abusuafoɔ da hwan wɔ asante akyem agogodwa so ɛna yɛwɔ yi na yɛne agriga director yɛnhwɛ sɛ sɛ yɛde kɔ amanɔne ɛno firi agogo ha no ɛho nsɛm ne adeɛ sɛ figures no koraa te sɛn na yoo medawoase,"Thank you, farmers. We thank you, family. Who is at Asante Akyem Agogo? We are here with the Agric Director checking to see if we are to export this; it starts from here in Agogo—the matters regarding it, and things like what the figures actually are. Okay, thank you."
DY4LhXHNJb8_045.wav,adwuma no ayekoo yadwuma no sɛ wayɛ na watumi de bi akɔ ɔman foforɔ so na ɔman no dan wo ɛno ne sɛ the ss no ghana coco ɛna ɛno deɛ yɛ dua a yɛdi bi wɔ,"Well done on the work you have done, and for being able to take some to another country, and the nation has turned to you; this means that for Ghana cocoa, if we plant it, we benefit from it."
pPysIPciOfc_006.wav,na wofa boa a nti wo nnɔbaeɛ no fa ebi wo gu so aburo ɛntoose beans ne ne nkeka ho ɛbɛboa wo sanso ɛna wotwe cocoa no aba fie a adwumakuo a yɛfrɛ ɔmo strong sɛ aboboyaa no ara pɛ bi ɛno na ɛbɛtwe de aba fie de ama wo na nnoɔma akɔ yie adwuma,"And if you accept the support, take some of your produce—maize, tomatoes, beans, and the like—and store them; this will also help you. Then, when you bring the cocoa home, the group we call 'strong'—like the aboboyaa—is what will haul it home for you so that the work goes well."
